prod_notif_no,prod_name,holder_name,prod_status_date,prod_status_type,prod_brand,prod_category,banned_substances,holders_id
NOT230501828K,Minyak Urut Peria Bulan,SUNSHINE SUMMER (M) SDN. BHD.,09-05-23,Clear,Minyak,Other,,1888
NOT230200631K,RITUALS THE RITUAL OF KARMA hand balm,RITUALS COSMETICS MALAYSIA SDN. BHD.,03-02-23,Clear,RITUALS,Other,,1698
NOT190202658K,VLCC DANDRUFF CONTROL CONDITIONER,EXCEL BEAUTY SOLUTION SDN BHD,18-02-23,Clear,VLCC,Foundation,,653
NOT230103860K,Mary Cohr Essences Gentle Scrub,LUXOR HOLDINGS SDN BHD,13-01-23,Clear,Mary,Other,,1191
NOT230907378K,JKOSMEC SKIN SOLUTION FIRMING SERUM- COLLAGEN,CLK Distribution Sdn Bhd,29-09-23,Clear,JKOSMEC,Serum,,412
NOT210601732K,b.liv Submerge Me,CELLNIQUE PARAMEDICAL SDN. BHD.,09-06-23,Clear,b.liv,Other,,386
NOT230301392K,HAIRBURST HYDRATING HAIR SMOOTHING BALM,BETIME MARKETING SDN. BHD.,07-03-23,Clear,HAIRBURST,Other,,277
NOT210604546K,Plant Therapy Organic Jojoba Carrier Oil,Mu & Mars Sdn. Bhd.,22-06-23,Clear,Plant,Other,,1396
NOT231104745K,LUCIDO-L Inner Color Treatment Ash,MANDOM (MALAYSIA) SDN. BHD.,17-11-23,Clear,LUCIDO-L,Other,,1242
NOT231100538K,CKS CHERRY BLOSSOM SCENTED HAND WASH,LIAN SOON FATT DISTRIBUTE SDN. BHD.,01-11-23,Clear,CKS,Cleanser,,1142
NOT230504932K,THE BODY SHOP EAU DE TOILETTE ACTIVIST,THE BODY SHOP (MALAYSIA) SDN. BHD.,22-05-23,Clear,THE,Perfume,,1961
NOT230605987K,HANASUI - MATTEDORABLE LIP CREAM #13 ADORE,PREMIUM PRIORITY SDN BHD,27-06-23,Clear,HANASUI,Moisturizer,,1606
NOT230806145K,SENDAYU TINGGI - SCAR TONER - Acne & Scar Solution,SENDAYU TINGGI BEAUTY & HEALTH (M) SDN. BHD.,22-08-23,Clear,SENDAYU,Toner,,1759
NOT230807725K,SEPHORA - RETRACTABLE WATERPROOF EYELINER - (21) MATTE DEEP PLUM,BEAUTY IN MOTION SDN. BHD.,31-08-23,Clear,SEPHORA,Eye,,255
NOT190102256K,Darlie Salt Fresh Toothpaste,HAWLEY & HAZEL (M) SDN. BHD.,11-01-23,Clear,Darlie,Other,,841
NOT190507632K,Zen Natural Aromatherapy Eucalyptus & Lavender Massage Oil,Priceabuse.com Sdn Bhd,28-05-23,Clear,Zen,Other,,1644
NOT210403174K,CRAFT ITCH RELIEF CONTROL,CRAFT INTERNATIONALS GROUP SDN. BHD.,15-04-23,Clear,CRAFT,Other,,432
NOT210702378K,Vagheggi Phytocosmetici Delay Infinity Intensive Serum,PHLETORA SDN. BHD.,14-07-23,Clear,Vagheggi,Serum,,1585
NOT230902859K,SHU UEMURA BLACK OIL PORE PURIFYING FRESH CLEANSING OIL,LUXEPHASE SDN.BHD.,13-09-23,Clear,SHU,Other,,1189
NOT230302034K,Clear Lab Vitamin C Sunscreen SPF50 PA++++,THE BEAUTY LAB GROUP SDN. BHD.,09-03-23,Clear,Clear,Sunscreen,,1960
NOT230906729K,LANBENA RETINOL HYDRA-GEL EYE PATCHES,LANBENA SDN BHD,26-09-23,Clear,LANBENA,Eye,,1118
NOT230807255K,ISABELLA SIGNATURE BLACK BRYONY EDP,GRACEMEDIC SDN. BHD.,29-08-23,Clear,ISABELLA,Other,,784
NOT231106062K,PIXI - +HYDRA LIPTREAT TINTED LIP BALM - POPPY,BEAUTY IN MOTION SDN. BHD.,23-11-23,Clear,PIXI,Lip,,255
NOT231107094K,LAMOS Hello Baby Vitamin Honey Body Wash,SPARK HAIRCARE SOLUTION SDN. BHD.,27-11-23,Clear,LAMOS,Cleanser,,1852
NOT231004456K,LOVE SHANG 7 WAVE PERM NO.2,GENESIS REVELATION PRODUCTS SDN BHD,17-10-23,Clear,LOVE,Other,,750
NOT230204497K,SALVATORE FERRAGAMO FORESTE DI SETA EAU DE PARFUM,LUXASIA (M) SDN. BHD.,21-02-23,Clear,SALVATORE,Perfume,,1187
NOT230606716K,WYCON CREAM ELITE LIQUID BLUSH SUN KISSED 01,ANAIKA COLLECTIONS SDN BHD,28-06-23,Clear,WYCON,Moisturizer,,103
NOT230606001K,HANASUI - TINTDORABLE LIP STAIN #06 BLOODY,PREMIUM PRIORITY SDN BHD,27-06-23,Clear,HANASUI,Lip,,1606
NOT231204938K,SHERO Longwear Matte Liquid Lipstick 02,AMBER ASPIRE SDN. BHD.,20-12-23,Clear,SHERO,Lip,,95
NOT230205707K,The Nicess Vegan Grapefruit Brightening & Nourishing Mask,MAGIC BOO BEAUTY SDN BHD,24-02-23,Clear,The,Mask,,1226
NOT230807331K,HYDER H2X FIRMING CREAM,HYDER GLOBAL,30-08-23,Clear,HYDER,Moisturizer,,886
NOT171204592K,It Cosmetics Your Skin But Better CC+ Airbrush Perfecting Powder Sheer To Full Coverage Finishing Veil SPF 50+ - Medium-Tan,LOREAL MALAYSIA SDN. BHD.,20-12-23,Clear,It,Sunscreen,,1166
NOT230704151K,STILA - STAY ALL DAY LIQUID EYE LINER - MICRO TIP (AVENTURINE),BEAUTY IN MOTION SDN. BHD.,18-07-23,Clear,STILA,Eye,,255
NOT230201954K,BOBBI BROWN SMOKEY NUDES EYE SHADOW PALETTE - BLACK CHOCOLATE (EWWL25),ESTEE LAUDER MALAYSIA SDN. BHD.,10-02-23,Clear,BOBBI,Eye,,636
NOT230902731K,VERONA PLUS CRANBERRY LIP OIL #04,ECO-SHOP MARKETING SDN. BHD.,13-09-23,Clear,VERONA,Lip,,577
NOT231201950K,KLOWER PANDOR BODY WASH TWILIGHT AMBER,SHOWMAJI SDN. BHD.,11-12-23,Clear,KLOWER,Cleanser,,1781
NOT211201693K,Cosmoderm Vitamin E Dewy Moisturising Mask,VANITY COSMECEUTICAL SDN. BHD.,09-12-23,Clear,Cosmoderm,Moisturizer,,2085
NOT230800741K,SNOWY TONE-UP BODY LOTION SPF 40+ PA+++,MM COSMETIC SDN. BHD.,02-08-23,Clear,SNOWY,Sunscreen,,1330
NOT230802564K,250 ml BODY SPLASH LELAS BAYRAK,JADUIT SDN BHD,09-08-23,Clear,250,Other,,962
NOT230502391K,ESTEE LAUDER DOUBLE WEAR MAXIMUM COVER CAMOUFLAGE MAKEUP FOR FACE AND BODY SPF 15 - 3C4 MEDIUM/DEEP (1CFA07),ESTEE LAUDER MALAYSIA SDN. BHD.,11-05-23,Clear,ESTEE,Sunscreen,,636
NOT230800389K,AQUA SENSES CONDITIONER,ADA COSMETICS INTERNATIONAL SDN. BHD.,01-08-23,Clear,AQUA,Other,,38
NOT230204373K,YUROMA FOOT SPA SLICE WITH ESSENTIAL OIL - FOREST,VIENNA PACIFIC SDN. BHD.,20-02-23,Clear,YUROMA,Other,,2096
NOT230602631K,GE'VENEUS G'A1 NUTRIENT TONER,MAX WINCO ENTERPRISE,14-06-23,Clear,GE'VENEUS,Toner,,1261
NOT230106291K,Beyond Basic Sunflower Massage Oil,DR ORIZI (M) SDN. BHD.,31-01-23,Clear,Beyond,Other,,530
NOT170402778K,Loreal Paris Men Expert White Active Brightening Foam,LOREAL MALAYSIA SDN. BHD.,14-04-23,Clear,Loreal,Other,,1166
NOT190902628K,L`Occitane Purifying Regulat Essence,L`Occitane Malaysia Sdn Bhd,11-09-23,Clear,L`Occitane,Foundation,,1195
NOT210404469K,RV GINSENG PEARL BEAUTY CREAM,RV AVENUE SDN BHD,20-04-23,Clear,RV,Moisturizer,,1721
NOT150604001K,Kiehls Body Fuel All-In-One Energizing Wash Hair & Body Cleanser For Men,LOREAL MALAYSIA SDN. BHD.,22-06-23,Clear,Kiehls,Cleanser,,1166
NOT230401562K,NAMA STICK WITH ME VELVET MATTE LIPSTICK 08 JOYFUL HEART,I AM EERA SDN. BHD.,06-04-23,Clear,NAMA,Lip,,901
NOT230305760K,BRITISH GRAPHIC HAIR COLOR CREAM - 77/0,UNICE MARKETING SDN. BHD.,22-03-23,Clear,BRITISH,Moisturizer,,2061
NOT190807411K,Loreal Paris Color Riche - M601,LOREAL MALAYSIA SDN. BHD.,26-08-23,Clear,Loreal,Other,,1166
NOT190703486K,Giorgio Armani Luminous Silk Compact Dual-Use Powder Compact Refill/Recharge - 3,LOREAL MALAYSIA SDN. BHD.,11-07-23,Clear,Giorgio,Other,,1166
NOT230803918K,WEBEAUTY NATURAL PRIME BLUE TANSY OIL,WEUNIC SDN. BHD.,14-08-23,Clear,WEBEAUTY,Perfume,,2135
NOT230606538K,GIVENCHY LE SOIN NOIR FOND DE TEINT SERUM - 40,L BEAUTY SDN. BHD.,27-06-23,Clear,GIVENCHY,Serum,,1098
NOT210103660K,DRYPERS BABY HEAD TO TOE (FRUIT COMPLEX),BODIBASIXS MANUFACTURING SDN. BHD.,15-01-23,Clear,DRYPERS,Other,,309
NOT210105803K,TRICHO TC14 BOTAMIX BIO PERM NO.1,Tricholab (m) Sdn Bhd,23-01-23,Clear,TRICHO,Other,,2038
NOT231103566K,XERJOFF 17/17 SYMPHONIUM PARFUM,PRESTIGE PRODUCTS ( M) SDN.BHD.,13-11-23,Clear,XERJOFF,Other,,1607
NOT230602780K,The history of Whoo Cheongidan Radiant Soft Foam Cleanser (Y23),LG HOUSEHOLD & HEALTH CARE MALAYSIA SDN. BHD.,15-06-23,Clear,The,Cleanser,,1141
NOT230702133K,Alepia Premium Liquid Aleppo soap (15% Laurel),DOMAIN BEAUTY MAKE,10-07-23,Clear,Alepia,Other,,527
NOT210905604K,Modos+ Professional Stem Cell Hair & Scalp Energizing Mask,TCL BEAUTY TRADING (M) SDN. BHD.,29-09-23,Clear,Modos+,Mask,,1953
NOT230102018K,SCANLON CONCEALER CL819-02-04,ECO-SHOP MARKETING SDN. BHD.,09-01-23,Clear,SCANLON,Other,,577
NOT231201085K,KANEZA FIRMING EYE CONTOUR CREAM,BIONION SDN BHD,05-12-23,Clear,KANEZA,Moisturizer,,293
NOT210302916K,ZARA FROZEN II ELSA EAU DE COLOGNE,GAGAN (MALAYSIA) SDN. BHD.,11-03-23,Clear,ZARA,Perfume,,739
NOT230505413K,VAN CLEEF & ARPELS ORCHIDEE VANILLE EAU DE PARFUM,ASIALUSH SDN. BHD.,25-05-23,Clear,VAN,Perfume,,152
NOT210504730K,Plant Origins Lemon Essential Oil,SIGNATURE SNACK SDN.BHD.,28-05-23,Clear,Plant,Other,,1788
NOT231100401K,Hermes Terre d'Herms Pure Perfume,ENVICO ENTERPRISES SDN. BHD.,01-11-23,Clear,Hermes,Perfume,,618
NOT230603265K,B-YOUTY LIPMATTE - MACARON,MIAER EXCLUSIVE ENTERPRISE,16-06-23,Clear,B-YOUTY,Lip,,1300
NOT211000934K,KUPA COLORANTE IN CREMA 7.17,GLU BEAUTY HAIR CORPORATION SDN. BHD.,05-10-23,Clear,KUPA,Other,,775
NOT210401986K,AVA+ Face Massage Cream,Kiseki Marketing Sdn Bhd,08-04-23,Clear,AVA+,Moisturizer,,1095
NOT230506059K,Bath & Body Works Cleansing Gel Hand Soap Winter Berry Ice,ENVICO ENTERPRISES SDN. BHD.,26-05-23,Clear,Bath,Other,,618
NOT210306985K,COMPAGNIE DE PROVENCE EXTRA PUR MOISTURIZING HAND CREAM ORANGE BLOSSOM,Aura Indah Jaya Sdn Bhd,31-03-23,Clear,COMPAGNIE,Moisturizer,,220
NOT230205559K,ISABELLE DUPONT 1ST NAIL ENAMEL - 052,RAMS HOME DECOR SDN BHD,24-02-23,Clear,ISABELLE,Other,,1675
NOT230307742K,EINA SOAP,EVONIZ COSMETIC INDUSTRIES,29-03-23,Clear,EINA,Other,,650
NOT231001127K,DEAR BODY COLORFUL BOMB GOLD FINE FRAGRANCE MIST,HOUSE OF CLASSICS (M) SDN. BHD.,06-10-23,Clear,DEAR,Spray,,884
NOT211100984K,THERAVINE TM HYDRAVINE TM Rich Bath Milk,IN ESSENCE ENTERPRISE,05-11-23,Clear,THERAVINE,Other,,924
NOT231005782K,VERONA PLUS SHOWER GEL ENGLISH PEAR & FREESIA 200ML,ECO-SHOP MARKETING SDN. BHD.,25-10-23,Clear,VERONA,Other,,577
NOT230504031K,SEPHORA - LIP GLOSS ORNAMENT BALL - PEARLY PINK,BEAUTY IN MOTION SDN. BHD.,18-05-23,Clear,SEPHORA,Lip,,255
NOT210101374K,NeoStrata PHA Facial Cleanser,NEOASIA (M) SDN. BHD.,07-01-23,Clear,NeoStrata,Cleanser,,1434
NOT230404846K,WEIYA ACNE REGULATOR LOTION,DIAN YA ENTERPRISE,19-04-23,Clear,WEIYA,Moisturizer,,509
NOT230707087K,KLEENEX PROTECT ANTI-BACTERIAL WIPES,KIMBERLY-CLARK TRADING (M) SDN. BHD.,31-07-23,Clear,KLEENEX,Other,,1058
NOT230702625K,HELIABRINE NORMALIZING CREAM,NEW SKIN COSMETICS SDN. BHD.,11-07-23,Clear,HELIABRINE,Moisturizer,,1436
NOT230104627K,GIFFARINE HYA 3D COMPLEX CREAM,Giffarine Skyline Unity (M) Sdn. Bhd.,17-01-23,Clear,GIFFARINE,Moisturizer,,796
NOT210701975K,Paxmoly Real Red Ginseng Mask Pack,Golden Corner Sdn. Bhd.,12-07-23,Clear,Paxmoly,Mask,,798
NOT230304103K,Bernard Cassiere - DULL SKIN DETOX TREATMENT Moisturizing Detox anti-pollution mist 3/3,Casseree France Sdn Bhd,17-03-23,Clear,Bernard,Moisturizer,,449
NOT171106496K,It Cosmetics Bye Bye Under Eye Full Coverage Anti-Aging Waterproof Concealer - Medium,LOREAL MALAYSIA SDN. BHD.,28-11-23,Clear,It,Eye,,1166
NOT230304984K,NOVEXPERT The Expert Anti-Aging Cream,LIVELIFE SDN. BHD.,20-03-23,Clear,NOVEXPERT,Moisturizer,,1158
NOT230106042K,MIGUHARA ANTI WRINKLE FIRST ESSENCE ORIGIN,SOORA BEAUTY VENTURES,31-01-23,Clear,MIGUHARA,Other,,1847
NOT230204372K,YUROMA FOOT SPA SLICE WITH ESSENTIAL OIL - OCEAN,VIENNA PACIFIC SDN. BHD.,20-02-23,Clear,YUROMA,Other,,2096
NOT230402799K,HERBIVORE - MILKY WAY 10% AHA + OAT SOOTHING EXFOLIATING SERUM,BEAUTY IN MOTION SDN. BHD.,12-04-23,Clear,HERBIVORE,Serum,,255
NOT231105281K,YVES SAINT LAURENT ROUGE PUR COUTURE THE SLIM - 2024 FIERY VERMILLION,LUXEPHASE SDN.BHD.,20-11-23,Clear,YVES,Other,,1189
NOT230100925K,STILA - HEAVEN'S DEW ALL OVER GLIMMER - LAKE HILLIER,BEAUTY IN MOTION SDN. BHD.,04-01-23,Clear,STILA,Other,,255
NOT190507842K,ANUMI VOLUMISE SHAMPOO,B ORGANIC SDN BHD,29-05-23,Clear,ANUMI,Other,,225
NOT230705297K,D+ CELL 350 TRA 1,Elogio Asia Pacific Sdn. Bhd.,24-07-23,Clear,D+,Other,,662
NOT210603531K,doTERRA Petitgrain Pure Essential Oil,DOTERRA MALAYSIA SDN. BHD.,16-06-23,Clear,doTERRA,Other,,528
NOT231100567K,CHANEL ROUGE ALLURE Luminous intense Lip Colour - 196 A Demi-Mot,CHANEL (KUALA LUMPUR) SDN. BHD.,02-11-23,Clear,CHANEL,Lip,,390
NOT230101373K,CROENA EYEBRIGHT PEPTIDE CREAM - GEL,INFINITE IMAGE BEAUTY SDN. BHD.,05-01-23,Clear,CROENA,Moisturizer,,928
NOT210802704K,M.A.C EXTRA DIMENSION SKINFINISH - FREEZE! (MLGK61),ESTEE LAUDER MALAYSIA SDN. BHD.,16-08-23,Clear,M.A.C,Other,,636
NOT210400520K,Shu Uemura Sadaharu AOKI Paris Rouge Unlimited Lacquer Shine Lipstick - LS OR 590 Azuki Caramel,LOREAL MALAYSIA SDN. BHD.,02-04-23,Clear,Shu,Lip,,1166
NOT211202811K,Catrice Coral Lights Blush & Highlighter Palette 010 Soft Coral -C03 #932746,PROPHARM (M) SDN. BHD.,14-12-23,Clear,Catrice,Other,,1621
NOT230901109K,KYLIE COSMETICS SETTING SPRAY MATTE FINISH,COTY INT MALAYSIA SDN. BHD.,06-09-23,Clear,KYLIE,Spray,,428
NOT190104423K,Yves Saint Laurent Couture Variation 10-Color Eye Palette Nude - 6 Beige Rose Nacre,LOREAL MALAYSIA SDN. BHD.,18-01-23,Clear,Yves,Eye,,1166
NOT230703407K,Avon Power Stay 10 Hour Liquid Stain - Kiss And Tell,AVON COSMETICS (MALAYSIA) SENDIRIAN BERHAD,14-07-23,Clear,Avon,Other,,181
NOT190202255K,A-ME Toothpaste,QUALITY AMENITIES SUPPLY (M) SDN. BHD.,15-02-23,Clear,A-ME,Other,,1663
NOT230306055K,SECRET STYLING-WAX,HAIR KEPE V ENTERPRISE,23-03-23,Clear,SECRET,Other,,815
NOT231200643K,VIRTUE - RESTORATIVE TREATMENT MASK,BEAUTY IN MOTION SDN. BHD.,04-12-23,Clear,VIRTUE,Mask,,255
NOT190606884K,Home Valley  Premium Smooth & Shine Hair Shampoo,JETAINE CORPORATION SDN. BHD.,27-06-23,Clear,Home,Other,,986
NOT230302836K,SEPHORA - COLORFUL REMOVABLE EYESHADOW PAN - (N'375) SEMI-SWEET CHOCOLATE,BEAUTY IN MOTION SDN. BHD.,14-03-23,Clear,SEPHORA,Eye,,255
NOT231007036K,TDC CLINIK GF FC REVITALISING MASK,MAYFAIR BODYLINE SDN. BHD.,31-10-23,Clear,TDC,Mask,,1266
NOT210200598K,CLE DE PEAU BEAUTE LIPSTICK 5 CAMELLIA,SHISEIDO MALAYSIA SDN. BHD.,03-02-23,Clear,CLE,Lip,,1780
NOT211002544K,KATA COSMETICS ADVANCED PRO-HIBC MILK FACIAL EMULSION,Ykl Multi Sdn. Bhd.,15-10-23,Clear,KATA,Other,,2203
NOT230305405K,ZEESEA LASTING GEL LINER (BROWN),TIAN XING CLOUD SUPPLY CHAIN (MALAYSIA) SDN. BHD.,21-03-23,Clear,ZEESEA,Other,,1978
NOT230906748K,MELIA BODY LOTION,ADA COSMETICS INTERNATIONAL SDN. BHD.,26-09-23,Clear,MELIA,Moisturizer,,38
NOT210200439K,Medkare Facial Wrap MW Lotion 1,APEX CLINIC SDN. BHD.,03-02-23,Clear,Medkare,Moisturizer,,120
NOT210204883K,LE'masque Hazelia Ginger Dead Sea Minerals - The Natural Bath Salt,MAGIC BOO BEAUTY SDN BHD,25-02-23,Clear,LE'masque,Other,,1226
NOT170200425K,Yves Saint Laurent Souffle D'Eclat Sheer And Radiant Loose Powder - Natural Finish - 02,LOREAL MALAYSIA SDN. BHD.,03-02-23,Clear,Yves,Other,,1166
NOT230104539K,CELAVIVE CREAMY FOAM CLEANSER,UHS ESSENTIAL HEALTH (MALAYSIA) SDN. BHD.,17-01-23,Clear,CELAVIVE,Moisturizer,,2055
NOT210204275K,EMINA Glossy Stain 02 Apple Shower,Pharmacore Technology and Innovation Sdn. Bhd.,23-02-23,Clear,EMINA,Other,,1640
NOT210603138K,CLE DE PEAU BEAUTE CONCEALER ALMOND,SHISEIDO MALAYSIA SDN. BHD.,15-06-23,Clear,CLE,Perfume,,1780
NOT230705826K,VERONA PLUS FOOT MASK,ECO-SHOP MARKETING SDN. BHD.,27-07-23,Clear,VERONA,Mask,,577
NOT231002191K,CHANEL LE BLANC LA BASE Correcting Brightening Makeup Base SPF 40 PA+++ - Rosee,CHANEL (KUALA LUMPUR) SDN. BHD.,11-10-23,Clear,CHANEL,Sunscreen,,390
NOT190302142K,WYCON EYESHADOW COLOR POWER REFILL NO 21,ANAIKA COLLECTIONS SDN BHD,08-03-23,Clear,WYCON,Eye,,103
NOT190500929K,LABEL.M THICKENING CONDITIONER,A PLUS ONE SDN BHD,04-05-23,Clear,LABEL.M,Other,,21
NOT231106866K,Hermes Hermessence Rose Ikebana Eau de Toilette,ENVICO ENTERPRISES SDN. BHD.,27-11-23,Clear,Hermes,Perfume,,618
NOT130500585K,BelleWave WhiteWave Professional White Revival Ampoule,EXCEL BEAUTY SOLUTION SDN BHD,08-05-23,Clear,BelleWave,Other,,653
NOT230500626K,DR.G Hydra Aqua Boosting Toner,HONG KONG SA SA (M) SDN. BHD.,03-05-23,Clear,DR.G,Toner,,880
NOT230702697K,earthi GREEN TEA & FIG SHAMPOO,DBOTAVA BEAUTY,12-07-23,Clear,earthi,Other,,471
NOT210805086K,DICORA URBAN FIT Shower Cream - Protein Yogurt & Cucumber,MAGIC BOO BEAUTY SDN BHD,30-08-23,Clear,DICORA,Moisturizer,,1226
NOT231203876K,AlmeRich ArganLift Treatment-Gel Mask,Achima Skincare Sdn Bhd,18-12-23,Clear,AlmeRich,Mask,,194
NOT230802101K,DEAR DAHLIA - TIMELESS BLOOM COLLECTION PALETTE - CINNAMON CLOUD,BEAUTY IN MOTION SDN. BHD.,09-08-23,Clear,DEAR,Other,,255
NOT150802278K,Artizta Hair Color Contrasts - Green,CREATE HUB (M) SDN BHD,11-08-23,Clear,Artizta,Other,,434
NOT210804957K,YOUTH POTION SERUM BY NEYYA COSMETICS,NEYYA COSMETICS,27-08-23,Clear,YOUTH,Serum,,1439
NOT231200997K,Florihana Basil Linalool Organic Essential Oil,ICHOR ESSENCE ENTERPRISE,05-12-23,Clear,Florihana,Other,,909
NOT230404721K,MEDAVITA LUXVIVA EMULSIONE OSSIDANTE 10 VOLUMI (3% PEROXIDE),INFINITE PROJECTS SDN BHD,18-04-23,Clear,MEDAVITA,Other,,930
NOT190708525K,Giorgio Armani Lip Maestro - Golden Nude 527G,LOREAL MALAYSIA SDN. BHD.,28-07-23,Clear,Giorgio,Lip,,1166
NOT210406979K,THE BODY SHOP WHITE MUSK FLORA FRAGRANCE MIST.,THE BODY SHOP (MALAYSIA) SDN. BHD.,29-04-23,Clear,THE,Spray,,1961
NOT230705129K,MOONLUXE HAIR SHAMPOO,AMR OUTLET,23-07-23,Clear,MOONLUXE,Other,,100
NOT230801498K,PENHALIGON'S PORTRAITS CLANDESTINE CLARA EAU DE PARFUM,PUIG MALAYSIA SDN. BHD.,07-08-23,Clear,PENHALIGON'S,Perfume,,1624
NOT230402391K,Raiya Junior  Toothpaste Orange Flavour,FULIAN (M) SDN. BHD.,11-04-23,Clear,Raiya,Other,,718
NOT231107930K,Troiareuke Skin Complex Formula,LUXOR BEAUTY WORLD SDN. BHD.,30-11-23,Clear,Troiareuke,Other,,1190
NOT231102325K,LUSH LOVE BURGER HEART TOMATO SOAP,ABEAUTE SDN. BHD.,08-11-23,Clear,LUSH,Other,,30
NOT230805128K,FARSIGHT parfum,ULTRA MOON SDN. BHD.,18-08-23,Clear,FARSIGHT,Other,,2058
NOT211002918K,Midan Oceania Color 4.85,CREATE HUB (M) SDN BHD,18-10-23,Clear,Midan,Other,,434
NOT230101281K,KATE LIP MONSTER SOUFFLE MATTE M02,KANEBO COSMETICS MALAYSIA SDN BHD,05-01-23,Clear,KATE,Lip,,1032
NOT210600993K,ECHOSLINE KIPOWER-KERATINIC MASK MOLECULAR RECONSTRUCTION,MAGIC BOO BEAUTY SDN BHD,05-06-23,Clear,ECHOSLINE,Mask,,1226
NOT230904994K,Motives 3D Vision Mascara,MARKET MALAYSIA SHOP SDN. BHD.,20-09-23,Clear,Motives,Other,,1247
NOT190205021K,"essence hey cheeks blush, bronzer & highlighter palette - Colour 03 #917497",PROPHARM (M) SDN. BHD.,25-02-23,Clear,essence,Other,,1621
NOT230707242K,Bella Aurora - Brightening Exfoliating Toner,U SCENTS MALAYSIA SDN BHD,31-07-23,Clear,Bella,Toner,,2048
NOT231105748K,Casmara open pore pre - extraction gel,FRONT LINE COSMECEUTICAL (M) SDN. BHD.,21-11-23,Clear,Casmara,Other,,715
NOT230202763K,Kresto Special,SC JOHNSON PROFESSIONAL SDN. BHD.,14-02-23,Clear,Kresto,Other,,1745
NOT230403393K,CHANEL BLEU DE CHANEL Parfum,CHANEL (KUALA LUMPUR) SDN. BHD.,13-04-23,Clear,CHANEL,Other,,390
NOT230805183K,LUNASOL COLOR OIL SERUM N03,KANEBO COSMETICS MALAYSIA SDN BHD,18-08-23,Clear,LUNASOL,Serum,,1032
NOT130903680K,MAKE UP FOR EVER AQUA LIP N2C,L BEAUTY SDN. BHD.,18-09-23,Clear,MAKE,Lip,,1098
NOT230201416K,JASMINE SABUN MENGKUDU,NUSANTARA MAJU ENTERPRISE,09-02-23,Clear,JASMINE,Other,,1472
NOT210603612K,Selecin Designing Gel,WAYCO MANUFACTURING (M) SDN. BHD.,16-06-23,Clear,Selecin,Other,,2128
NOT230702915K,Diego Dalla Palma Professional Icon Time 24-Hour Revitalising Anti-Age Cream (N0086),ARVIRICH SDN. BHD.,13-07-23,Clear,Diego,Moisturizer,,140
NOT230206297K,ANAS LIP MOIST SERUM - CHERRY,Newgenic Beauty Manufacturing Sdn Bhd,27-02-23,Clear,ANAS,Serum,,1492
NOT230306028K,MILBON NOURISHING TREATMENT,MILBON MALAYSIA SDN. BHD.,23-03-23,Clear,MILBON,Other,,1309
NOT230403877K,INSIGHT DAMAGED HAIR RESTRUCTURIZING SPRAY,TRENDZ EMPIRE SDN BHD,14-04-23,Clear,INSIGHT,Spray,,1999
NOT210405786K,NARS POWERMATTE LIP PIGMENT: UNDER MY THUMB,SHISEIDO MALAYSIA SDN. BHD.,23-04-23,Clear,NARS,Lip,,1780
NOT230403899K,MIXSOON - BEAN ESSENCE,M3C GLOBAL SDN. BHD.,14-04-23,Clear,MIXSOON,Other,,1214
NOT230504108K,SEPHORA - THE FUTURE IS YOURS MULTI-USE PALETTE - EYESHADOW - MEA4673-1-V12,BEAUTY IN MOTION SDN. BHD.,18-05-23,Clear,SEPHORA,Eye,,255
NOT210701650K,ZARA EXCLUSIVE / N03 UNIVERSAL OUD EAU DE PARFUM,GAGAN (MALAYSIA) SDN. BHD.,10-07-23,Clear,ZARA,Perfume,,739
NOT231106477K,Triple C Serum,ALFAPEN SDN BHD,25-11-23,Clear,Triple,Serum,,76
NOT210500067K,Galanga Scalp Vitality Series SHAMPOO,CL TRILLION SDN BHD,01-05-23,Clear,Galanga,Other,,398
NOT230101762K,MONTIBELLO ECLAT JOIN VITALITY NATURAL ACIDIC PH COLOUR (1+2) 6.1,R BEAUTE SDN. BHD.,06-01-23,Clear,MONTIBELLO,Other,,1668
NOT231105808K,DERMDEFINE TRIPLE ACTIVE PURE C ESSENCE (7),AESSENCE SHAH ALAM SDN. BHD.,22-11-23,Clear,DERMDEFINE,Other,,49
NOT230104943K,Belif Prime infusion repair eye cream,LG HOUSEHOLD & HEALTH CARE MALAYSIA SDN. BHD.,18-01-23,Clear,Belif,Moisturizer,,1141
NOT230402919K,"NIVEA Kids 3 in 1 Shower, Shampoo & Conditioner - Magic Apple",BEIERSDORF (MALAYSIA) SDN. BHD.,12-04-23,Clear,NIVEA,Other,,264
NOT231102476K,RARE BEAUTY - SOFT PINCH LUMINOUS POWDER BLUSH - CHEER,BEAUTY IN MOTION SDN. BHD.,08-11-23,Clear,RARE,Perfume,,255
NOT230704974K,DPP GOAT MOISTURISING CONDITIONER WITH COCONUT OIL,NATURAL HEALTH CARE SDN. BHD.,21-07-23,Clear,DPP,Moisturizer,,1418
NOT231105657K,THE BODY SHOP FRAGRANCED BATH BOMB SHEA & GOLDENBERRY,THE BODY SHOP (MALAYSIA) SDN. BHD.,21-11-23,Clear,THE,Perfume,,1961
NOT230106001K,7th DAY Essential Oil - ORGANIC SWEET CASTOR OIL,TRICHOMD SDN. BHD.,30-01-23,Clear,7th,Other,,2002
